title,channel,video_url,views,likes,comments,publishedAt,duration
Japan Expo 2012,SQUEEZIE,https://www.youtube.com/watch?v=aN0c6v10PDo,162607,5963,963,2012-07-10T16:01:32Z,PT3M2S
SCP-087 Containment Breach | L'homme cacahuète ! | Épisode 4,SQUEEZIE,https://www.youtube.com/watch?v=j684UzOe-SA,1001258,15864,2774,2012-06-30T15:35:14Z,PT17M12S
Les défis de SqueeZie | Episode 8 : Cocktail Vomito V2 et le Vomito Splash !,SQUEEZIE,https://www.youtube.com/watch?v=MsZ3IaBxnxY,2457745,27427,3680,2012-06-23T15:44:18Z,PT11M5S
Max Payne 3 | Joli bug : L'homme blblblbl | Let's Play: Episode 4,SQUEEZIE,https://www.youtube.com/watch?v=K43MBygpadg,174650,3569,598,2012-06-17T15:45:37Z,PT46M1S
Max Payne 3 | Le recrutement bien Payneux ! | Let's Play: Episode 3,SQUEEZIE,https://www.youtube.com/watch?v=NpAMwuy9gOY,160784,3638,456,2012-06-15T15:28:58Z,PT38M4S
"Fifa | Du délire et du craquage en masse ! | NGZ, ou la rage à l'état PUR !",SQUEEZIE,https://www.youtube.com/watch?v=AT5UK4O2pLI,617472,12303,1646,2012-06-11T18:50:08Z,PT16M2S
MW3 | Justin Bieber challenge avec FeZzo et T4ze !,SQUEEZIE,https://www.youtube.com/watch?v=Eqc2lreL1Ts,592880,15390,1931,2012-06-07T16:14:52Z,PT19M11S
SQUEEZIE - LES DIFFÉRENTS TYPE DE PROFS,SQUEEZIE,https://www.youtube.com/watch?v=fDbiaQIuHQM,7147535,181105,13069,2012-06-02T16:00:56Z,PT5M40S
Max Payne 3 | Max tu m'fais rager ! | Let's Play: Episode 2,SQUEEZIE,https://www.youtube.com/watch?v=MmadUVWWAn0,220055,5053,622,2012-05-31T15:30:16Z,PT34M38S
"Duel en Folie avec WaRTeK | Un C4 shot à l'envers et une fesse, WTF ?!",SQUEEZIE,https://www.youtube.com/watch?v=GCZh4mWper8,206821,7198,981,2012-05-28T18:11:58Z,PT10M46S
SCP-087-B LaZy Version | WTTTFFF ?! | Épisode 3,SQUEEZIE,https://www.youtube.com/watch?v=_cKOyFoyHbM,505180,11678,2053,2012-05-22T15:47:53Z,PT9M26S
Max Payne 3 | L'homme HUUSSS | Let's Play: Episode 1,SQUEEZIE,https://www.youtube.com/watch?v=DiPwNvVQRYk,644815,13455,1917,2012-05-18T17:05:03Z,PT46M29S
"Trials Evolution | Du fun en MASSE avec CodJordan23, MrBboy45 et DarkFuneral97two !",SQUEEZIE,https://www.youtube.com/watch?v=_WYBDpGyBHM,1037390,19719,3086,2012-05-15T17:39:41Z,PT14M5S
La revanche des bites | ZIZI DANCE ! | Spéciale 100k,SQUEEZIE,https://www.youtube.com/watch?v=LTv6L3CtByc,627468,19681,2464,2012-05-11T16:02:00Z,PT4M29S
Les défis de SqueeZie | Episode 7 : Cinnamon Challenge | LE RETOUR !,SQUEEZIE,https://www.youtube.com/watch?v=oUEl7EVRLvQ,685449,17619,3420,2012-05-07T17:05:21Z,PT11M24S
Naruto détente | Une intro de bite ! | Duel contre NGZ !,SQUEEZIE,https://www.youtube.com/watch?v=At5J3tNECFI,545060,9315,1030,2012-05-05T17:33:47Z,PT14M52S
Détente sur Naruto | La phrase CHIANTE du prof !,SQUEEZIE,https://www.youtube.com/watch?v=g0ZWF5aF0BI,1040335,19895,3157,2012-04-29T18:44:58Z,PT14M14S
Black ops | Je suis Voldemort | Mon aventure Youtube !,SQUEEZIE,https://www.youtube.com/watch?v=D9r7dAk824Q,275396,6708,771,2012-04-26T11:17:22Z,PT7M55S
SQUEEZIE - LE ZAPPING DU FAUX PLAGIAT,SQUEEZIE,https://www.youtube.com/watch?v=ehGosUiklwk,1536351,71513,3607,2012-04-20T17:37:34Z,PT4M12S
Amnesia: Dark Room | PEDOBEARLANDS ! Dual Face Commentary avec Sounsoun !,SQUEEZIE,https://www.youtube.com/watch?v=urDTENroWjo,1147996,19197,2749,2012-04-17T16:07:31Z,PT19M10S
"SCP-087 The Descent | Mr. Coton-Tige, me voici ! + Lien de téléchargement | Épisode 2",SQUEEZIE,https://www.youtube.com/watch?v=UOIn7JnqdtE,962657,22558,4585,2012-04-12T16:47:20Z,PT10M30S
SQUEEZIE - LES MAUVAISES HALEINES,SQUEEZIE,https://www.youtube.com/watch?v=fx_qL3S8DwQ,2898062,56254,2873,2012-04-07T13:51:23Z,PT3M36S
SCP-087-B | Une nouvelle blague de prof ! Frayeur INTENSE | Épisode 1,SQUEEZIE,https://www.youtube.com/watch?v=utgfJfpo4Js,1452721,27790,4955,2012-04-03T18:27:20Z,PT12M40S
SQUEEZIE - CALL OF DUTY,SQUEEZIE,https://www.youtube.com/watch?v=acblDww0DQo,2195899,39526,3542,2012-03-30T18:09:41Z,PT4M43S
3 jeux à gagner pour vous ! :D [TERMINE],SQUEEZIE,https://www.youtube.com/watch?v=Ucd9xpjCzSg,223668,21730,13992,2012-03-26T17:37:37Z,PT5M17S
Killing floor | Le blanc fatal | Extermination de zombies avec MrBboy45 et DarkFuneral97two !,SQUEEZIE,https://www.youtube.com/watch?v=C4ybD7sIza4,401238,8745,3660,2012-03-22T19:22:14Z,PT54M16S
COD 4 | Seul dans la classe !,SQUEEZIE,https://www.youtube.com/watch?v=RRFURQITXYY,807162,15746,1340,2012-03-15T17:37:43Z,PT11M34S
Happy Wheels | Le bug de la rue !,SQUEEZIE,https://www.youtube.com/watch?v=j7y_dtQxqFM,2828605,36321,2595,2012-03-12T17:23:03Z,PT12M21S
Black Ops | LA BLAGUE INTERNATIONALE DU PROF !,SQUEEZIE,https://www.youtube.com/watch?v=G6RTrTduoPE,500355,14005,1565,2012-03-06T18:55:02Z,PT8M34S
L'évolution du no-life | FeZzo & SqueeZie,SQUEEZIE,https://www.youtube.com/watch?v=CXK54nyFeo0,787966,14244,1178,2012-03-02T18:11:26Z,PT1M49S
SSX | TRICKYYY !,SQUEEZIE,https://www.youtube.com/watch?v=KqWlXJl9Xw8,498347,8390,827,2012-02-27T17:11:10Z,PT8M35S
Mode relax avec Gillowel : Apprenez beaucoup de choses !,SQUEEZIE,https://www.youtube.com/watch?v=7eZIOnl1L3w,536092,7254,652,2012-02-23T23:53:40Z,PT1H13M23S
SQUEEZIE - ÊTRE SEUL CHEZ SOI,SQUEEZIE,https://www.youtube.com/watch?v=3b8F8R84DqQ,10076999,259165,15468,2012-02-21T19:35:24Z,PT3M44S
50.000 abonnés : REMERCIEMENTS !,SQUEEZIE,https://www.youtube.com/watch?v=H9-lc8fYmHU,124033,4834,623,2012-02-21T18:39:57Z,PT10M4S
Happy Wheels | Du PUR délire !,SQUEEZIE,https://www.youtube.com/watch?v=y1lvgw9wRD8,2692514,30594,2638,2012-02-18T16:57:46Z,PT12M54S
"Black Ops | Une balle chargée, et ça donne quoi IRL ?!",SQUEEZIE,https://www.youtube.com/watch?v=rld4RD7hwT8,1858822,31462,2558,2012-02-14T17:38:27Z,PT9M47S
Une journée dans la peau de WaRTeK 2,SQUEEZIE,https://www.youtube.com/watch?v=I6xJh7zMwvE,4854753,70754,5017,2012-02-11T18:11:10Z,PT7M25S
MW3 | SOS Gameplay : CodJordan23 à la rescousse !,SQUEEZIE,https://www.youtube.com/watch?v=CVh3AC45XEs,158088,5208,510,2012-02-08T15:23:14Z,PT12M36S
(mini podcast) Reprise du top 10 de la connerie et supplément chaîne secondaire | Spécial 40k,SQUEEZIE,https://www.youtube.com/watch?v=pSrNE5OcQaU,223853,4352,457,2012-02-06T16:55:09Z,PT3M14S
Hello Riche : 40.000 P*TAIN DE F*CKING ABONN*S !,SQUEEZIE,https://www.youtube.com/watch?v=2a25GnSVDoM,88538,3894,520,2012-02-04T14:08:34Z,PT15M21S
La revanche de CodJordan 23 | Défi youtubeur !,SQUEEZIE,https://www.youtube.com/watch?v=8BrqAc_PBD4,475090,5489,455,2012-01-31T18:10:24Z,PT16M39S
"BREF, J'AI MIS UNE VIDEO EN LIGNE (parodie)",SQUEEZIE,https://www.youtube.com/watch?v=ll9k1h8_xds,471863,14028,790,2012-01-28T19:25:49Z,PT1M24S
The Youtube Song | FeZzo & SqueeZie,SQUEEZIE,https://www.youtube.com/watch?v=S8U3RZuSUVE,865376,23379,2014,2012-01-25T10:55:50Z,PT5M36S
SqueeZie & FeZzo | FEU D'ARTIFICE DE VIDEOS !,SQUEEZIE,https://www.youtube.com/watch?v=I2eKqzrwsxE,54469,1181,79,2012-01-24T20:03:38Z,PT2M
"Mode zombie, nous voulons notre revanche !",SQUEEZIE,https://www.youtube.com/watch?v=8OcxUPnZ8LU,373667,4834,473,2012-01-24T19:47:26Z,PT46M28S
Rayman Origins avec FeZzo | Que de fou rire ! Jeu EPIC,SQUEEZIE,https://www.youtube.com/watch?v=swMyw7zsSoU,150815,2429,170,2012-01-23T23:28:59Z,PT16M16S
SqueeZie ft FeZzo - Journée d'un Geek et J'aime Call of en LIVE !,SQUEEZIE,https://www.youtube.com/watch?v=Sj5hPo33RYo,517108,13780,1205,2012-01-22T19:12:58Z,PT3M34S
Black Ops | Toilettary | Les reportages bidons !,SQUEEZIE,https://www.youtube.com/watch?v=g1P0W7fzsPs,99871,3601,414,2012-01-21T19:43:57Z,PT12M31S
Battlefield 3 : Nos plus belles conneries !,SQUEEZIE,https://www.youtube.com/watch?v=kgx7tnmhA-w,170704,2990,340,2012-01-18T15:43:19Z,PT5M57S
Délire pur ! Un Zombie complètement FAIL avec FeZzo !,SQUEEZIE,https://www.youtube.com/watch?v=fzhRpilCdsA,1015276,10850,1124,2012-01-15T14:55:58Z,PT19M8S
MW2 à l'intervention ! | Quelques conseils pour vous soldats débutants !,SQUEEZIE,https://www.youtube.com/watch?v=OHiE_lqZ6IU,189800,3243,594,2012-01-12T18:07:26Z,PT12M38S
Vidéo délire sur Battlefield 3 en compagnie de Corleone75014 !,SQUEEZIE,https://www.youtube.com/watch?v=9hJDvvJ1PDg,108885,2384,259,2012-01-10T18:59:04Z,PT19M17S
Modern Warfare 3 dualtage | Friendship | 30.000 abonnés,SQUEEZIE,https://www.youtube.com/watch?v=b_rXGCy_QVA,69702,3828,281,2012-01-08T13:26:19Z,PT2M3S
Détendons nous sur Prince of Persia !,SQUEEZIE,https://www.youtube.com/watch?v=Usn5fAUe-l0,158272,2602,327,2012-01-05T14:59:31Z,PT20M11S
"MW3 : Y'EN A MARRE ! Témoignage d'artistes, CRAQUAGE PSYCHOLOGIQUE !",SQUEEZIE,https://www.youtube.com/watch?v=qiQTOXhFpDs,307713,9571,,2012-01-03T18:55:23Z,PT12M4S
MW3 | Un commentary avec la pêche et sur Xbox 360 !,SQUEEZIE,https://www.youtube.com/watch?v=nYyad88QInk,148771,3493,413,2011-12-30T19:13:30Z,PT9M59S
SqueeZie vous souhaite un joyeux Noël !,SQUEEZIE,https://www.youtube.com/watch?v=pyOct1ZrD6I,128007,3140,298,2011-12-24T13:02:28Z,PT3M18S
Le fanboy le plus marrant du monde !,SQUEEZIE,https://www.youtube.com/watch?v=dNZqi7tk6vA,625127,14162,1041,2011-12-23T23:25:28Z,PT7M11S
Best of intros !,SQUEEZIE,https://www.youtube.com/watch?v=JDZHgAWNU6I,218081,4422,382,2011-12-23T21:31:50Z,PT8M14S
MW3 | Zone de largage en mode James Bond !,SQUEEZIE,https://www.youtube.com/watch?v=8g85Fb4Z14M,155976,4651,318,2011-12-22T13:50:16Z,PT7M17S
"Saints Row  3 | Détendons nous, testons les choses les plus fun !",SQUEEZIE,https://www.youtube.com/watch?v=zRXUo9iHrFI,710393,9421,922,2011-12-19T13:49:34Z,PT15M17S
Black Ops | Comment faire un gameplay à la CodJordan23 !,SQUEEZIE,https://www.youtube.com/watch?v=XM0I8cCeyJA,49582,1723,199,2011-12-17T12:57:31Z,PT7M23S
20.000 Abonnés : Merci mes p'tits chéris ! (Ca c'est d'la rime),SQUEEZIE,https://www.youtube.com/watch?v=mfGf5hNywL0,59144,1523,242,2011-12-13T17:07:59Z,PT1M57S
"SqueeZie vs SoPlayOn : ""J'tai mis un doigt d'honneur *fou rire*"" | MW2",SQUEEZIE,https://www.youtube.com/watch?v=YUBLR-MZGrs,367312,4275,382,2011-12-13T09:29:29Z,PT14M34S
"SqueeZie vs FaZe WaRTeK : OUTCH ! ""Ca fait mal à la têêêête !"" | MW3",SQUEEZIE,https://www.youtube.com/watch?v=ZDqHyUDGVog,652243,9209,905,2011-12-13T07:49:51Z,PT11M9S
"SqueeZie vs Tiiitou76 : ""Mains-dans-l'dos'tary"" ! | MW2",SQUEEZIE,https://www.youtube.com/watch?v=BSy6OaSeKOA,164346,2630,222,2011-12-12T23:18:25Z,PT9M4S
[20.000] Cadeau inattendu pour SqueeZie | Merci à toi,SQUEEZIE,https://www.youtube.com/watch?v=1-QERTibu5Q,76868,2360,389,2011-12-11T17:47:59Z,PT5M21S
Modern Warfare 2 avec FeZzo : Mes projets et choses à venir ! Nouvelle chanson ?,SQUEEZIE,https://www.youtube.com/watch?v=T1lqsBnU4E8,41265,1094,215,2011-12-10T18:20:27Z,PT13M40S
Comment s'entraîner au sniper et avoir une bonne connexion sur MW3 ?,SQUEEZIE,https://www.youtube.com/watch?v=yyOah7jxgOM,127855,2700,287,2011-12-08T16:32:09Z,PT6M15S
Modern Warfare 3 : Dual Live Commentary avec WaRTeK !,SQUEEZIE,https://www.youtube.com/watch?v=PdguSvbPP2I,58611,1050,185,2011-12-05T17:13:23Z,PT10M56S
Journée d'un geek | FeZzo & SqueeZie,SQUEEZIE,https://www.youtube.com/watch?v=x4F6eEZSA0o,1706869,30974,2767,2011-12-01T16:23:13Z,PT2M
Red Dead Redemption | Chassons de l'ours avec Jean-Pierreuh !,SQUEEZIE,https://www.youtube.com/watch?v=6e43xDnbIfA,363281,5177,288,2011-11-28T16:04:44Z,PT12M51S
BEST OF SKYPE | Episode 1,SQUEEZIE,https://www.youtube.com/watch?v=EFGJj5THh3I,201799,6672,917,2011-11-28T00:52:04Z,PT5M37S
"XBOX 360 A GAGNER ! [CLOSE, RESULTATS LUNDI]",SQUEEZIE,https://www.youtube.com/watch?v=MZ0l6JbbJ9o,63495,5081,3141,2011-11-25T17:24:36Z,PT3M22S
"Commentary on Saints Row 3 ! ""Je tente ou je tente pas ?"" THAT IS THE QUESTION !",SQUEEZIE,https://www.youtube.com/watch?v=234BpZujN8o,498133,6103,800,2011-11-24T19:30:06Z,PT22M37S
CoD:QG : Clip du jour commenté par SqueeZie !,SQUEEZIE,https://www.youtube.com/watch?v=Ivn48ZXWGSE,51284,1066,71,2011-11-22T18:29:54Z,PT1M22S
"Vidéo commentée sur Fear 3 : ""FEAR FAIT PEUR !"" | ""Dont Panic !"" épisode 5 !",SQUEEZIE,https://www.youtube.com/watch?v=AVn9fPwgtqE,83377,2164,318,2011-11-21T21:03:11Z,PT23M22S
SqueeZie en compagnie de la PCC et d'autres youtubers en LIVE !,SQUEEZIE,https://www.youtube.com/watch?v=ReFQcHmCGa0,216216,1690,242,2011-11-19T17:56:18Z,PT1H2M42S
Les défis de SqueeZie | Episode  6 : La ceinture éléctrique !,SQUEEZIE,https://www.youtube.com/watch?v=haGCHt8Os6M,1089356,18840,1781,2011-11-17T17:40:13Z,PT12M7S
Call of Connerie [PARODIE MW3],SQUEEZIE,https://www.youtube.com/watch?v=3-KlPOI_4zE,180464,7056,710,2011-11-12T19:07:43Z,PT2M42S
Mais qui est SqueeZie ? Zoom on SqueeZie's channel ! Par la GeekRadioTV,SQUEEZIE,https://www.youtube.com/watch?v=455av4IBmag,44100,1714,72,2011-11-12T14:48:31Z,PT4M17S
Mode survival sur MW3 en compagnie de LaZy Flay !,SQUEEZIE,https://www.youtube.com/watch?v=EW0dBuI8sCM,36343,886,100,2011-11-09T20:58:41Z,PT15M42S
Modern Warfare 3 : COMMON !,SQUEEZIE,https://www.youtube.com/watch?v=4Oko98Cwl-Q,14285,753,169,2011-11-09T15:43:28Z,PT1M29S
Modern Warfare 3 : Ce que j'en pense !,SQUEEZIE,https://www.youtube.com/watch?v=rjUN0_9by4U,30483,665,99,2011-11-09T15:06:33Z,PT10M22S
Domination sur Modern Warfare 3 en compagnie de 3 membres de la LaZy !,SQUEEZIE,https://www.youtube.com/watch?v=rmRWKVr8Xjo,22920,881,85,2011-11-09T13:13:02Z,PT10M44S
Testons une dernière fois MW2 | Le t-bag en musique !,SQUEEZIE,https://www.youtube.com/watch?v=-CKKNkxBq58,42024,1226,206,2011-11-06T21:02:37Z,PT5M57S
Vidéo comparatif de MW3 & BF3 par Stinatiik !,SQUEEZIE,https://www.youtube.com/watch?v=eMpEsJNOkB4,21591,,213,2011-11-05T18:22:09Z,PT43M24S
"Best of ""Shoot in the Ass"" !",SQUEEZIE,https://www.youtube.com/watch?v=lX1eM5L5rkM,43723,967,92,2011-11-03T17:56:23Z,PT2M3S
"Bêtisier ""Shoot in the ass"" !",SQUEEZIE,https://www.youtube.com/watch?v=VMaQFusJruw,51565,1067,75,2011-11-03T17:36:04Z,PT1M17S
Les défis de SqueeZie | Episode  5 : Le cul rouge !,SQUEEZIE,https://www.youtube.com/watch?v=hYNuxZVgOJM,932838,15970,2211,2011-11-03T17:29:53Z,PT9M51S
[TRES FUN !] Johnx6 m'interview en gaming live !,SQUEEZIE,https://www.youtube.com/watch?v=8huuc7KZW2Y,41942,1408,139,2011-10-30T22:44:00Z,PT13M27S
Best of Paris Games Week 3 : Résumé de nos deux journées,SQUEEZIE,https://www.youtube.com/watch?v=NQsyFswcHSY,59601,1810,248,2011-10-28T23:30:39Z,PT26M51S
Best of Paris Games Week 2 : Dansons avec Tizho et la PlayComedyClub !,SQUEEZIE,https://www.youtube.com/watch?v=hHdwVAg8198,21043,899,231,2011-10-26T17:01:08Z,PT10M58S
"Best of Paris Games Week 1 : Interviews de CoD:QG, PlayComedyClub et d'autres grands youtubers",SQUEEZIE,https://www.youtube.com/watch?v=HaAPj3X5ZCo,37850,1235,239,2011-10-25T20:38:58Z,PT12M46S
Trailer Best of Paris Games Week,SQUEEZIE,https://www.youtube.com/watch?v=kNT8ZGv9LZs,31707,1301,123,2011-10-25T00:15:22Z,PT1M28S
Premier jour à la PGW ! Dansons avec Acid Mymy et Acid Reez ! :D,SQUEEZIE,https://www.youtube.com/watch?v=kbeTuu3LdlQ,30265,1099,241,2011-10-22T21:26:57Z,PT7M57S
Un Fifa 12 contre NGZ !,SQUEEZIE,https://www.youtube.com/watch?v=nMFV8RtkVE4,268496,2468,465,2011-10-21T09:42:29Z,PT18M18S
"Guerre terrestre en LIVE avec WaRTeK ! ""QUAD FEED !"" | Second épisode, que voulez-vous ?",SQUEEZIE,https://www.youtube.com/watch?v=SOMd96Q3uW8,263541,3467,451,2011-10-19T18:25:26Z,PT12M42S
10.000 ABONNES ! UN GRAND MERCI !,SQUEEZIE,https://www.youtube.com/watch?v=putvF_EAEvc,175687,7183,1502,2011-10-19T18:14:28Z,PT3M9S
SQUEEZIE - LES TOILETTES,SQUEEZIE,https://www.youtube.com/watch?v=RevuP03RC_U,5175699,122130,13426,2011-10-19T17:17:10Z,PT5M39S
MW2 | La roulette bombe ! (Un jeu plutôt fun... Quand tu t'ennuies :D),SQUEEZIE,https://www.youtube.com/watch?v=8VVz5LzrfPQ,210678,2336,140,2011-10-19T16:20:33Z,PT5M50S
NGZ joue sur Xbox 360 ! Son premier commentary sur Xbox !,SQUEEZIE,https://www.youtube.com/watch?v=THNL9maJIKs,51183,813,146,2011-10-19T01:34:58Z,PT10M42S
"Florent joue à Modern Warfare 2 ! ""C'est quoi...""",SQUEEZIE,https://www.youtube.com/watch?v=7yvltR78IOA,218388,3094,759,2011-10-18T23:51:14Z,PT10M36S
Vidéo commentée sur Call of Duty 4 en attendant les 10.000 abonnés !,SQUEEZIE,https://www.youtube.com/watch?v=y6oN3S5CmsI,294264,4522,665,2011-10-18T22:07:56Z,PT9M6S
"Vidéo commentée sur Minecraft en compagnie de NGZ ! ""Bah y'a quoi qu'est drôle ?""",SQUEEZIE,https://www.youtube.com/watch?v=jGxL2448-mQ,641335,6055,710,2011-10-15T19:06:26Z,PT18M30S
[Détente] Vidéo commentée sur Rusty Hearts en compagnie de Ichocs !,SQUEEZIE,https://www.youtube.com/watch?v=lgai2TlVHak,33605,684,122,2011-10-13T20:52:15Z,PT15M42S
OUVERTURE DE MA CHAÎNE SECONDAIRE !,SQUEEZIE,https://www.youtube.com/watch?v=WSGQYH2T594,319588,9003,1837,2011-10-12T12:20:21Z,PT2M42S
"Vidéo commentée sur Minecraft ! GROS BUG ! ""Le récapituilakipulati""",SQUEEZIE,https://www.youtube.com/watch?v=-MvZ5dxSDZM,1316452,15362,2828,2011-10-10T17:56:07Z,PT25M23S
Les défis de SqueeZie | Episode 4 : Le crâne d'oeuf ! \o/,SQUEEZIE,https://www.youtube.com/watch?v=t8h2_lLLgaw,750160,17497,1468,2011-10-08T19:16:12Z,PT10M53S
[IRL] UNE VIDEO BONUS QUI TOURNE AU FOU RIRE !,SQUEEZIE,https://www.youtube.com/watch?v=1QxslsL423M,885315,21648,1601,2011-10-05T19:28:21Z,PT5M13S
"Vidéo commentée sur Just Cause 2 ! ""ELLE M'A ENCORE MIS UN MOT !""",SQUEEZIE,https://www.youtube.com/watch?v=JZR1jUxG6v0,69974,1280,138,2011-10-05T15:13:59Z,PT18M32S
"Vidéo commentée sur Dead Island ! ""LA BLAGUE INTERNATIONALE DES PROFS !""",SQUEEZIE,https://www.youtube.com/watch?v=mBDQyvq5IK0,88505,1787,164,2011-09-30T18:17:46Z,PT17M10S
Battlefield 3 Beta : Vidéo commentée à la mitrailleuse lourde !,SQUEEZIE,https://www.youtube.com/watch?v=qEmnbTWRqSs,18987,471,79,2011-09-29T19:40:31Z,PT5M35S
Battlefield 3 Beta : Vidéo commentée au sniper !,SQUEEZIE,https://www.youtube.com/watch?v=rroQZMKD5V0,38908,716,128,2011-09-27T21:46:53Z,PT12M51S
Informations concernant la beta de Battlefield 3 + vidéos à venir !,SQUEEZIE,https://www.youtube.com/watch?v=J1S1IBWVTYE,42441,1234,237,2011-09-26T18:22:31Z,PT3M1S
"Seconde vidéo commentée sur Dead Island ! ""MAIS JE PUE DES PIEDS, AAAH !""",SQUEEZIE,https://www.youtube.com/watch?v=FH9WnDgA98g,28201,913,125,2011-09-24T00:51:32Z,PT27M17S
SQUEEZIE A BOUT ! Vidéo commentée sur Modern Warfare 2 !,SQUEEZIE,https://www.youtube.com/watch?v=37_VLFHfmwo,133041,1667,174,2011-09-20T17:46:21Z,PT4M56S
Top 5 PCC | Episode 3 commenté par SqueeZie,SQUEEZIE,https://www.youtube.com/watch?v=neA3ttlKC4Q,124280,2158,108,2011-09-17T15:28:57Z,PT3M58S
"Détente...*HUM* Stress INTENSE sur Dead Island ! ""AAAAAAAAAAH""",SQUEEZIE,https://www.youtube.com/watch?v=1pUNQASHtAg,45668,1228,198,2011-09-13T19:58:57Z,PT22M56S
Les défis de SqueeZie | Episode 3 : Le cocktail Vomito !,SQUEEZIE,https://www.youtube.com/watch?v=pqqGn8ACn8M,344768,7043,895,2011-09-11T15:31:43Z,PT13M27S
Les défis de SqueeZie | Episode 2 : Le pimentary !,SQUEEZIE,https://www.youtube.com/watch?v=_s72T0CCbqo,483247,11759,1316,2011-09-06T19:37:35Z,PT13M2S
Un zombie sur Moon et Der Riese avec TheGame57360 !,SQUEEZIE,https://www.youtube.com/watch?v=WkBEompW7Ho,187948,2794,244,2011-09-06T15:29:57Z,PT48M24S
"""Shout is allowed !"" Episode 1 en compagnie de Amazing-TuX ! DualFaceLive Commentary !",SQUEEZIE,https://www.youtube.com/watch?v=31AfwHlMyTI,31214,879,89,2011-09-01T18:45:54Z,PT21M52S
Les défis de SqueeZie | Episode 1 : La giffle,SQUEEZIE,https://www.youtube.com/watch?v=B1VAtRdN1vQ,549606,11472,1373,2011-08-29T12:43:42Z,PT7M49S
Un tutorial complètement foiré et une soirée assez merdique ! | Vidéo spéciale 3000 abonnés,SQUEEZIE,https://www.youtube.com/watch?v=X-nibn5U7h0,42358,1757,163,2011-08-28T18:12:03Z,PT11M2S
Top 5 de la connerie | Episode 2,SQUEEZIE,https://www.youtube.com/watch?v=ZoyM8b_CgxI,400058,6038,297,2011-08-25T18:49:51Z,PT3M19S
Faisons le point | Mes projets et vidéos à venir.,SQUEEZIE,https://www.youtube.com/watch?v=Z8lidkUng8k,62596,2012,,2011-08-25T18:29:36Z,PT5M14S
"De retour, et... énervé ! RAGE-COMMENTARY ""J'me suis fait pété le cul pendant toute la vidéo !""",SQUEEZIE,https://www.youtube.com/watch?v=AK_Fo-OkMrI,92671,1906,150,2011-08-24T13:47:22Z,PT9M43S
"De retour, mais malade et fatigué !",SQUEEZIE,https://www.youtube.com/watch?v=mwMgIRxDJmU,173129,5104,739,2011-08-21T13:34:45Z,PT1M38S
Mise en veille de ma chaîne pour 2 semaines ! + Remerciements 2000 abonnés,SQUEEZIE,https://www.youtube.com/watch?v=TQMVjHy7ESM,71988,2005,286,2011-08-04T12:02:20Z,PT2M55S
Un zombie plutôt mystique avec Medvine et IChocs !,SQUEEZIE,https://www.youtube.com/watch?v=2G_1hfX6NnE,270465,4633,726,2011-08-03T08:02:08Z,PT1H38M32S
[Vidéo annonce] Une partie complètement merdique avec deux membres de la LaZy !,SQUEEZIE,https://www.youtube.com/watch?v=aAA9ZO_ksjQ,14287,645,222,2011-08-02T01:14:13Z,PT6M34S
"Cette vidéo répondra à toutes vos questions ! (Avec quoi je filme, ma config, ect...)",SQUEEZIE,https://www.youtube.com/watch?v=KMKX8DwnaLA,174414,3906,693,2011-08-01T14:39:51Z,PT11M30S
Top 5 de la connerie | Episode 1,SQUEEZIE,https://www.youtube.com/watch?v=sbRLDdAnOBc,568033,11046,424,2011-07-31T16:18:52Z,PT2M44S
"Vidéo commentée sur Team Fortress 2 ! ""*Slurp slurp* Oh trop bon ! *Slurp slurp*""",SQUEEZIE,https://www.youtube.com/watch?v=0tRmzNQWMyc,73807,2074,593,2011-07-30T21:57:14Z,PT9M54S
"Un commentary piquant sur MW2 ! "" *Haaaaaa* """,SQUEEZIE,https://www.youtube.com/watch?v=7fP0evxHft4,79899,2322,162,2011-07-29T17:39:38Z,PT9M44S
"""Don't Panic"" épisode 4 ! ""Ca sent le... HAAAA""",SQUEEZIE,https://www.youtube.com/watch?v=FDq9j0PKc9Q,28681,1009,184,2011-07-28T23:45:37Z,PT17M16S
"Du caillou et bâton Made In Maison sur Black Ops ! ""OH MON DIEUU""",SQUEEZIE,https://www.youtube.com/watch?v=7jfKYn2lfOQ,39342,1424,142,2011-07-27T20:54:25Z,PT11M41S
"Annonce du ""Top 5 de la connerie"" et de la Vidéo Optionnelle n°3 !",SQUEEZIE,https://www.youtube.com/watch?v=BNzD7Uvy1Cs,124343,3821,864,2011-07-24T19:55:09Z,PT5M6S
"Come back on World at War ! ""J'me sens free !""",SQUEEZIE,https://www.youtube.com/watch?v=Sho7nifh1hg,35706,1425,189,2011-07-23T18:07:27Z,PT10M48S
Une journée dans la peau de WaRTeK | Vidéo Spéciale 1000 abonnés,SQUEEZIE,https://www.youtube.com/watch?v=ZozsvOLqV3k,3069645,57208,4898,2011-07-21T17:45:36Z,PT6M14S
"Du Black Ops à la manette ! ""Du chien grillé !""",SQUEEZIE,https://www.youtube.com/watch?v=ZpBbbOfhR2Q,142179,3439,312,2011-07-15T21:51:32Z,PT5M14S
"Vidéo test de Terraria ! ""Ba, qu'est ce qu'il fait lui ?""",SQUEEZIE,https://www.youtube.com/watch?v=Dj1om-ghEl8,75282,2858,449,2011-07-12T18:20:35Z,PT4M25S
LU2.,SQUEEZIE,https://www.youtube.com/watch?v=IbxJ-cbYeaQ,14952,801,177,2011-07-11T15:50:27Z,PT1M23S
