title,channel,video_url,views,likes,comments,publishedAt,duration
Méfiez-vous de Krono...,SQUEEZIE,https://www.youtube.com/watch?v=3LGQBpokbA0,103559,7431,19,2023-12-03T18:00:04Z,PT48S
Léna ne reconnaît plus ses amis...,SQUEEZIE,https://www.youtube.com/watch?v=mJfWgoLQKaI,637848,45785,60,2023-11-30T18:00:32Z,PT33S
C'est un MENTEUR !,SQUEEZIE,https://www.youtube.com/watch?v=94OHuf4hRa4,2760862,135477,275,2023-11-28T18:00:04Z,PT26S
Il faut bannir ces traditions de Noël...,SQUEEZIE,https://www.youtube.com/watch?v=yHTJ-4jCF9M,6346985,383766,5239,2023-11-26T13:07:41Z,PT20M40S
Djilsi a vraiment eu chaud,SQUEEZIE,https://www.youtube.com/watch?v=36CIKvp8e5M,714244,64290,142,2023-11-25T18:00:01Z,PT30S
La tentative d'hypnose ratée sur Jonathan Cohen,SQUEEZIE,https://www.youtube.com/watch?v=wsaKJVs0OzY,113015,7774,15,2023-11-23T18:00:35Z,PT51S
Qui est le vrai Maître Kébabier ?,SQUEEZIE,https://www.youtube.com/watch?v=r_OQMhwLZX0,10909563,423143,492,2023-11-21T18:00:23Z,PT1M
Elle ne reconnaît pas sa complice,SQUEEZIE,https://www.youtube.com/watch?v=BU3hv_uXmSg,4163010,244435,290,2023-11-20T18:00:05Z,PT50S
Le deal à 50000,SQUEEZIE,https://www.youtube.com/watch?v=-_aNRDbKFFg,7787839,473373,843,2023-11-19T18:00:00Z,PT35S
Ce dictateur a vraiment existé et on dirait une blague,SQUEEZIE,https://www.youtube.com/watch?v=A0rJNx4lGDo,8557578,404587,4378,2023-11-19T17:44:52Z,PT23M26S
Squeezie chiasse ??,SQUEEZIE,https://www.youtube.com/watch?v=rCs_AUws7oQ,435371,34378,22,2023-11-16T18:00:34Z,PT40S
QUI EST L'IMPOSTEUR ? (ft Marion Cotillard & Camille Cottin),SQUEEZIE,https://www.youtube.com/watch?v=xG-Ef4ig07I,14802016,547525,9171,2023-11-15T17:25:44Z,PT53M4S
Qui est le vrai marionnettiste ?,SQUEEZIE,https://www.youtube.com/watch?v=Z0dmuOZ0Rto,2506217,161481,89,2023-11-14T18:00:29Z,PT59S
Squeezie confronte un garde du corps très imposant,SQUEEZIE,https://www.youtube.com/watch?v=Wq86bcNMM_A,1930300,115842,164,2023-11-12T18:00:15Z,PT1M
"Qui nous cache quelque chose ? #3 (ft Theodort, Soso Maness & Maskey)",SQUEEZIE,https://www.youtube.com/watch?v=rntZOALPknU,7388874,387046,3597,2023-11-12T17:40:37Z,PT30M15S
Max est un vrai acteur,SQUEEZIE,https://www.youtube.com/watch?v=uIa8-_vONmA,236874,14741,34,2023-11-09T18:00:33Z,PT9S
Qui est la vraie Cowgirl ?,SQUEEZIE,https://www.youtube.com/watch?v=Wr-sgrVWgXY,3870031,222207,170,2023-11-07T18:00:14Z,PT1M
Orelsan démonte la fausse invention de la complice de Squeezie 😂,SQUEEZIE,https://www.youtube.com/watch?v=oCpuSB-mVSc,4972312,249945,1290,2023-11-05T18:00:25Z,PT1M
Ca aurait pu être le dernier tournage de Vald,SQUEEZIE,https://www.youtube.com/watch?v=2dUEseaAnLw,2132624,130950,117,2023-11-02T18:00:01Z,PT1M
Qui est la vraie Drag Queen ?,SQUEEZIE,https://www.youtube.com/watch?v=U73uutGJDQ8,2936456,159567,1100,2023-10-31T18:00:22Z,PT1M
N'acceptez pas son invitation... (Thread Horreur Halloween),SQUEEZIE,https://www.youtube.com/watch?v=qSUE11N1GPM,10320845,563423,13928,2023-10-31T17:24:07Z,PT25M45S
Qui a la tête de Sofyan dans sa boîte ?,SQUEEZIE,https://www.youtube.com/watch?v=Jsp-Bf_0Az8,2139457,139183,143,2023-10-29T18:00:06Z,PT1M
Impossible de ne pas rire à ça,SQUEEZIE,https://www.youtube.com/watch?v=ZLCHMqAJIcM,1958284,106053,230,2023-10-26T17:00:21Z,PT40S
On lui fait un tatouage honteux...,SQUEEZIE,https://www.youtube.com/watch?v=2eGBnPRmiv4,4736999,276827,359,2023-10-24T17:00:02Z,PT54S
Lequel soulève une fausse haltère ?,SQUEEZIE,https://www.youtube.com/watch?v=R88nLIDFj4w,4402077,253461,202,2023-10-22T17:00:15Z,PT40S
Cet incroyable enquêteur n'avait pas de mains,SQUEEZIE,https://www.youtube.com/watch?v=7_aMqjzcUfY,6871130,355066,3170,2023-10-22T16:36:22Z,PT22M5S
Seb est debout sur un avion en plein vol,SQUEEZIE,https://www.youtube.com/watch?v=c1NwycSipnY,1985012,141531,278,2023-10-20T17:00:24Z,PT26S
Elle prend un bain avec des insectes,SQUEEZIE,https://www.youtube.com/watch?v=aD9pYSm_Gzc,187511,13796,54,2023-10-18T17:00:02Z,PT18S
QUI EST LE MEURTRIER ? (Murder IRL),SQUEEZIE,https://www.youtube.com/watch?v=9aq2N6NyjyQ,15419630,722347,13761,2023-10-15T18:12:39Z,PT53M53S
Joyca se jette de la vodka dans les yeux,SQUEEZIE,https://www.youtube.com/watch?v=Mj0PnpeWxwU,7558175,495697,551,2023-10-15T17:00:17Z,PT1M
On l'avait tous cramé 🤣,SQUEEZIE,https://www.youtube.com/watch?v=WO0z3mo5s3g,1617285,125489,92,2023-10-12T17:00:31Z,PT46S
Sylvain s'est cru dans Mario Kart,SQUEEZIE,https://www.youtube.com/watch?v=TX01H0pfyi0,1297282,85673,173,2023-10-10T17:00:28Z,PT27S
Merci pour ce GP Explorer 2,SQUEEZIE,https://www.youtube.com/watch?v=BZkM6THXPAk,506777,46527,198,2023-10-10T05:00:05Z,PT37S
"S'entraîner pour le GP, ou jouer à Smash..?",SQUEEZIE,https://www.youtube.com/watch?v=NnZ279PaRZk,402977,38878,96,2023-10-09T17:00:20Z,PT50S
Le trophée a failli assommer Jonathan Cohen,SQUEEZIE,https://www.youtube.com/watch?v=7hmj2N8yJ3g,1256642,94490,119,2023-10-08T17:00:05Z,PT32S
1 an pour préparer le plus gros projet de ma vie,SQUEEZIE,https://www.youtube.com/watch?v=wutdecDrFEs,4408184,286502,4675,2023-10-08T15:47:45Z,PT46M9S
McFly & Carlito nous pètent dessus,SQUEEZIE,https://www.youtube.com/watch?v=-sL_4qWYQfg,1884659,127105,187,2023-10-06T17:00:01Z,PT50S
Batman s'est fait bannir par Gotaga,SQUEEZIE,https://www.youtube.com/watch?v=UPYI_F1d2kc,1220285,88967,114,2023-10-03T17:00:14Z,PT59S
Squeezie prend le métro,SQUEEZIE,https://www.youtube.com/watch?v=J8uB2ZoBUgM,3908426,267954,665,2023-10-01T17:00:16Z,PT20S
"Le problème, c'est ma taille...",SQUEEZIE,https://www.youtube.com/watch?v=pG4lwSFJPvE,2543078,157336,185,2023-09-27T17:00:36Z,PT51S
Squeezie : gentil ou méchant ?,SQUEEZIE,https://www.youtube.com/watch?v=2xaYWjv0z78,1543230,121427,208,2023-09-25T17:00:02Z,PT59S
Des abonnés débarquent pour me demander des autographes,SQUEEZIE,https://www.youtube.com/watch?v=ggGphZTKYeo,1393346,111142,178,2023-09-22T17:00:25Z,PT59S
Le pire golfeur de l'histoire est génial,SQUEEZIE,https://www.youtube.com/watch?v=ebe46p_ULao,7024456,393789,5173,2023-09-21T17:28:20Z,PT22M14S
Cet échange est lunaire,SQUEEZIE,https://www.youtube.com/watch?v=8uRC7QjyX7Y,5062273,231539,518,2023-09-20T17:00:08Z,PT59S
Il a été obligé de détourner un avion,SQUEEZIE,https://www.youtube.com/watch?v=SdLzd68EC4M,6836649,440750,5487,2023-09-06T16:41:19Z,PT21M15S
Il est censé illustrer les consignes avec des gestes 😭,SQUEEZIE,https://www.youtube.com/watch?v=bjYz92nHDwc,1240133,86362,186,2023-08-27T18:00:12Z,PT40S
Un pompier nous raconte une intervention improbable,SQUEEZIE,https://www.youtube.com/watch?v=A3-HKF1d_mw,902253,66077,115,2023-08-27T16:00:09Z,PT37S
On est convoqués chez la CPE,SQUEEZIE,https://www.youtube.com/watch?v=Q8Vx1W34aOQ,2799554,191566,336,2023-08-26T17:36:04Z,PT58S
QUI EST L'IMPOSTEUR ? (ft Charles Leclerc & Pierre Gasly),SQUEEZIE,https://www.youtube.com/watch?v=JfBW1szd4qc,15969769,690772,12223,2023-08-26T17:07:40Z,PT47M4S
ON OFFRE 100.000€ DE VOYAGE AUX SQUEEZOS ❤️,SQUEEZIE,https://www.youtube.com/watch?v=IvnFb0ti1SA,7269238,466351,8958,2023-07-31T16:16:46Z,PT38M53S
"LE PIRE DATE (ft Djilsi, Théodort & Maxime Biaggi)",SQUEEZIE,https://www.youtube.com/watch?v=mqBn7jJ_p08,28703879,862197,16415,2023-07-23T17:59:18Z,PT57M43S
"Le meilleur duo évite la prison #3 (ft Hakim Jemili, HugoDécrypte & Fadily Camara)",SQUEEZIE,https://www.youtube.com/watch?v=Ybk8BrTmwPg,8518092,362891,6080,2023-07-03T17:44:14Z,PT41M55S
Il a ridiculisé toute la police de son pays,SQUEEZIE,https://www.youtube.com/watch?v=l5m_C3WP9nU,8128944,447621,6025,2023-06-26T16:49:34Z,PT18M13S
N'allez pas à ces évènements...,SQUEEZIE,https://www.youtube.com/watch?v=woiFO4o3CXI,7072977,363828,4679,2023-06-18T18:09:37Z,PT19M33S
"Ils nous ont insulté en ligne, on les confronte IRL #2 (ft JDG, Mister MV)",SQUEEZIE,https://www.youtube.com/watch?v=VmU_Qu7DBbg,8620801,423648,7942,2023-06-13T17:36:33Z,PT32M32S
"Qui nous cache quelque chose ? #2 (ft Billy, Djilsi & Maxime Biaggi)",SQUEEZIE,https://www.youtube.com/watch?v=mBjGWk_A1bE,14196293,565487,6214,2023-05-29T17:04:41Z,PT37M47S
Ces émissions n'auraient jamais dû exister...,SQUEEZIE,https://www.youtube.com/watch?v=GBMrMZd_7Ec,8221689,412150,4334,2023-05-24T17:03:49Z,PT20M33S
QUI EST L'IMPOSTEUR ? (ft Jérôme Niel & Panayotis Pascot),SQUEEZIE,https://www.youtube.com/watch?v=WAeqwwWxq_k,14018740,500486,5893,2023-05-15T17:33:30Z,PT42M1S
Les pires idées des scientifiques...,SQUEEZIE,https://www.youtube.com/watch?v=_i2obqmj6vY,7538343,379880,4784,2023-05-07T14:47:26Z,PT19M16S
"Le meilleur duo évite la prison #2 (ft mon frère, Bigflo & Oli)",SQUEEZIE,https://www.youtube.com/watch?v=ypT5BGms-Z4,13023506,481403,6052,2023-04-30T16:48:52Z,PT45M42S
"Ils nous ont insulté en ligne, on les confronte IRL (ft Gotaga, Kameto)",SQUEEZIE,https://www.youtube.com/watch?v=UbFOU_XR85E,13411524,652548,13520,2023-04-17T17:06:17Z,PT36M59S
Tout commence ici : début d'une nouvelle aventure,SQUEEZIE,https://www.youtube.com/watch?v=1_pfrz4EAyQ,2324622,220571,6268,2023-04-13T17:14:01Z,PT1M48S
Ce prêtre mène une double vie incroyable,SQUEEZIE,https://www.youtube.com/watch?v=okKBQ1Gp5pQ,4669451,383280,4600,2023-04-10T17:13:36Z,PT17M18S
QUI EST L'IMPOSTEUR ? (ft Pierre Niney & François Civil),SQUEEZIE,https://www.youtube.com/watch?v=dWbPdqns5Xk,21205198,671849,9942,2023-04-05T17:48:48Z,PT45M20S
Ces marques sont allées trop loin...,SQUEEZIE,https://www.youtube.com/watch?v=hAKdXopG31M,9535663,478457,6259,2023-03-29T17:02:11Z,PT20M16S
"T'es pas drôle, tu sors (ft Joyca, Maxenss)",SQUEEZIE,https://www.youtube.com/watch?v=0o4_-8LQOjk,11578968,522306,8039,2023-03-21T17:50:22Z,PT28M52S
QUI EST L'IMPOSTEUR ? (ft SCH & Soso Maness),SQUEEZIE,https://www.youtube.com/watch?v=6XGj35f-row,16759934,605940,7956,2023-03-12T11:43:33Z,PT44M6S
"Le meilleur duo évite la prison  (ft Mister V, Léna, Theo Juice)",SQUEEZIE,https://www.youtube.com/watch?v=N-TCJquxeFk,23220828,749193,9956,2023-03-05T14:38:01Z,PT56M17S
Elle a fait une sombre découverte... (4 vraies histoires d'horreur),SQUEEZIE,https://www.youtube.com/watch?v=r67zVQK7zE0,9253748,414694,6397,2023-02-22T17:49:02Z,PT28M2S
Il a fait exploser le casino qui l'a ruiné,SQUEEZIE,https://www.youtube.com/watch?v=3kRyQsFRj3E,8175379,429583,3521,2023-02-15T18:12:15Z,PT17M23S
La maman de Billy se fait canoniser,SQUEEZIE,https://www.youtube.com/watch?v=3iYs5xb8sxY,1098504,78513,260,2023-02-13T18:47:28Z,PT59S
Eric et Ramzy découvrent le métier d'ombroman,SQUEEZIE,https://www.youtube.com/watch?v=A4z11EeRqzw,3185588,184426,735,2023-02-06T17:56:40Z,PT49S
QUI EST L'IMPOSTEUR ? (ft Eric & Ramzy),SQUEEZIE,https://www.youtube.com/watch?v=J1Z1A46FknM,37035243,1006122,23658,2023-02-05T17:50:12Z,PT57M20S
Jonathan Cohen se fait hypnotiser...,SQUEEZIE,https://www.youtube.com/watch?v=NyCSBFYQMjY,3880922,219424,442,2023-02-02T16:25:25Z,PT51S
"Qui nous cache quelque chose ? (ft Léna, Sofyan & KronoMuzik)",SQUEEZIE,https://www.youtube.com/watch?v=XwJ_PLPy0mM,10751217,461238,4145,2023-01-28T16:33:04Z,PT41M54S
Trei Degete - Spaceship (ft Zlod & Cheb Funky),SQUEEZIE,https://www.youtube.com/watch?v=UttN7zw3m48,7860640,443005,14749,2023-01-19T17:00:42Z,PT4M23S
Elles sont tombées dans un piège sinistre... (4 vraies histoires d'horreur),SQUEEZIE,https://www.youtube.com/watch?v=4WJa_TA979I,9415343,422768,7459,2023-01-14T16:59:02Z,PT32M57S
QUI EST L'IMPOSTEUR ?  (ft Vald & Naza),SQUEEZIE,https://www.youtube.com/watch?v=dHqmN-5jVKY,16622594,636991,8520,2023-01-07T19:19:15Z,PT43M18S
L'accident de voiture de Squeezie,SQUEEZIE,https://www.youtube.com/watch?v=EkMqOo_2SoM,1741005,120467,1060,2023-01-03T16:25:15Z,PT42S
Ils ont passé la pire soirée de leur vie,SQUEEZIE,https://www.youtube.com/watch?v=uyU9LFoqNK0,7253164,417492,3406,2022-12-30T18:35:17Z,PT16M14S
On Affronte Nos Plus Grandes Peurs (Version Extrême),SQUEEZIE,https://www.youtube.com/watch?v=r3C15MdCdz4,8547102,511225,9681,2022-12-23T19:12:14Z,PT33M8S
"Y'A QUOI DERRIÈRE LA PORTE ? LA REVANCHE (ft Seb, Amine, Billy)",SQUEEZIE,https://www.youtube.com/watch?v=B49CLJWS5Zw,12143963,593174,7462,2022-12-17T20:20:29Z,PT46M46S
Le plus grand imposteur de l'histoire,SQUEEZIE,https://www.youtube.com/watch?v=8jluurK-E6U,8885152,488627,5043,2022-12-07T18:28:52Z,PT16M16S
"QUI AURA L'OBJET PIÉGÉ ? #3 (ft Seb, Joyca, Sofyan)",SQUEEZIE,https://www.youtube.com/watch?v=lLrBMt6Msx0,14864918,571859,4101,2022-12-02T17:53:33Z,PT31M9S
"QUI EST L'IMPOSTEUR ? #5 (ft Clara Luciani, Laura Felpin)",SQUEEZIE,https://www.youtube.com/watch?v=7Xsq3pUMwGA,15183682,540162,7962,2022-11-27T11:43:11Z,PT40M34S
Il a enfermé des humains pour en faire un zoo,SQUEEZIE,https://www.youtube.com/watch?v=rcv9fG9s1oY,8052801,396490,3581,2022-11-18T18:28:06Z,PT19M39S
L'histoire du projet le plus fou de ma vie,SQUEEZIE,https://www.youtube.com/watch?v=CmgyUYCibwA,9702129,682442,17136,2022-11-13T15:11:31Z,PT50M26S
Il s'est retrouvé face à un tueur... (4 vraies histoires d'horreur),SQUEEZIE,https://www.youtube.com/watch?v=RlSygjQZdo4,10679779,458278,8615,2022-11-06T16:39:34Z,PT29M43S
'WHO' mon 1er court-métrage d'horreur,SQUEEZIE,https://www.youtube.com/watch?v=J-chV2ojEz4,5134833,402850,19509,2022-10-31T18:31:43Z,PT12M6S
"QUI AURA L'OBJET PIÉGÉ ? #2 (ft Léna, Maxence, Freddy)",SQUEEZIE,https://www.youtube.com/watch?v=XrruklOv8X0,14068725,604449,5214,2022-10-27T17:43:37Z,PT34M3S
Ce film était une très mauvaise idée... (70 blessés),SQUEEZIE,https://www.youtube.com/watch?v=K8hJYEFQusA,8039608,467542,3939,2022-10-23T17:02:09Z,PT17M53S
QUI EST L'IMPOSTEUR ? #4 (ft Orelsan & Clément Cotentin),SQUEEZIE,https://www.youtube.com/watch?v=iC2i9n00C68,20956989,800531,10926,2022-10-15T11:06:52Z,PT54M55S
"QUI EST L'IMPOSTEUR ? #3 (ft Jamel Debbouze, Alice Belaïdi)",SQUEEZIE,https://www.youtube.com/watch?v=1L3QHcv_DB4,21265478,703045,9125,2022-10-10T16:17:55Z,PT45M55S
"Ils ont vécu une VRAIE histoire d'horreur (ft Sofyan, Kim, Clotaire)",SQUEEZIE,https://www.youtube.com/watch?v=mozyXsZJnQ4,12083496,534548,8980,2022-10-02T16:47:16Z,PT34M4S
"Y'A QUOI DERRIÈRE LA PORTE ? (ft Seb, Amine, Billy)",SQUEEZIE,https://www.youtube.com/watch?v=MzAvO_ZJaHg,15732476,936946,9441,2022-09-25T12:10:14Z,PT50M23S
Vous ne serez JAMAIS tranquilles,SQUEEZIE,https://www.youtube.com/watch?v=BVBbiRRno0s,8396280,494472,5185,2022-09-20T17:36:55Z,PT10M36S
Elle lui a laissé aucune chance,SQUEEZIE,https://www.youtube.com/watch?v=dFhlR19t5zM,7625458,524266,9016,2022-09-14T17:49:30Z,PT16M52S
"On a un problème (F.A.Q., nude, DJ, tortue...)",SQUEEZIE,https://www.youtube.com/watch?v=wlBWMSv7EcY,6942566,511611,8573,2022-09-07T17:29:41Z,PT15M51S
"LE PLUS GRAND OÙ EST CHARLIE DU MONDE #2 (ft Inoxtag, Maskey, Michou)",SQUEEZIE,https://www.youtube.com/watch?v=coWT9YsAAC0,12566922,593781,10145,2022-08-30T16:51:06Z,PT30M48S
Il s'est enfermé là-dedans et c'était une mauvaise idée,SQUEEZIE,https://www.youtube.com/watch?v=H3-f6kjZ2wI,7961357,477678,5279,2022-08-22T16:19:46Z,PT15M32S
il ne faut surtout pas la croiser…,SQUEEZIE,https://www.youtube.com/watch?v=tD2gAkx80yY,9993468,495428,8578,2022-08-15T16:56:48Z,PT15M4S
"QUI EST L'IMPOSTEUR ? #2 (ft Djimo, Roman Frayssinet)",SQUEEZIE,https://www.youtube.com/watch?v=9dsU_b3ZBd4,25028063,749155,11346,2022-08-08T15:58:12Z,PT54M28S
J'ai pu acheter ça sur internet,SQUEEZIE,https://www.youtube.com/watch?v=6BkxlsDQUrg,7271276,425853,7483,2022-08-02T16:47:56Z,PT16M39S
"Si vous l’apercevez, vous êtes sauvé",SQUEEZIE,https://www.youtube.com/watch?v=_5FRoDaNZ9w,7213311,487999,6193,2022-07-26T16:42:12Z,PT17M11S
"QUI AURA L'OBJET PIÉGÉ ? (ft Billy, Maskey, Hugo)",SQUEEZIE,https://www.youtube.com/watch?v=tRDCFwgcN0s,18147776,722357,6279,2022-07-20T16:26:33Z,PT27M15S
n’empruntez jamais ce tunnel…,SQUEEZIE,https://www.youtube.com/watch?v=LDVxbrEP3X8,9805401,504312,9022,2022-07-15T16:02:33Z,PT15M19S
"le plus ""gentil"" criminel du monde",SQUEEZIE,https://www.youtube.com/watch?v=1vcJYZnKpOo,9097296,540333,7671,2022-07-07T16:56:38Z,PT16M3S
CACHE-CACHE VERSION LÉGENDAIRE,SQUEEZIE,https://www.youtube.com/watch?v=xDnXwQD8uq8,11953990,644290,9404,2022-07-01T15:58:05Z,PT38M24S
Vous allez rire et vous regretterez,SQUEEZIE,https://www.youtube.com/watch?v=mYfP4SemXcI,12308223,509381,6642,2022-06-25T16:20:39Z,PT12M1S
Ils se sont retrouvés dans un énorme bourbier,SQUEEZIE,https://www.youtube.com/watch?v=W-Xk4ZUW-ko,9924261,586619,10165,2022-06-18T16:59:39Z,PT14M58S
ne touchez pas à ses affaires...,SQUEEZIE,https://www.youtube.com/watch?v=g9S2JrvftrY,11887157,533999,8176,2022-06-12T16:55:45Z,PT16M5S
Squeezie - Canard (Clip Officiel),SQUEEZIE,https://www.youtube.com/watch?v=vbGtni1d96A,8817801,417047,11852,2022-06-08T16:42:51Z,PT2M42S
"QUI EST L'IMPOSTEUR ? (ft Mister V, Jonathan Cohen)",SQUEEZIE,https://www.youtube.com/watch?v=QrqVKAPHZjM,30365165,880170,10126,2022-06-05T15:43:35Z,PT41M4S
"L'ACADÉMIE DES CANCRES #4 (ft Seb, Natoo, Maxenss)",SQUEEZIE,https://www.youtube.com/watch?v=0M78v2W-IKk,11575768,522102,6334,2022-05-30T16:45:00Z,PT31M7S
On essaye des objets étranges #5,SQUEEZIE,https://www.youtube.com/watch?v=FsW1FZmUvlc,10499689,581724,8292,2022-05-23T16:30:59Z,PT14M30S
ils auraient dû rester en vie et pourtant...,SQUEEZIE,https://www.youtube.com/watch?v=BKZZ64rl5Ws,9400599,513557,6139,2022-05-16T17:06:36Z,PT17M13S
On dévoile nos pires secrets,SQUEEZIE,https://www.youtube.com/watch?v=i4yTQG1jYkY,10115656,527198,4799,2022-05-11T16:26:33Z,PT29M
ok cette fois ils m'ont eu,SQUEEZIE,https://www.youtube.com/watch?v=xUZnN_7Xzlk,8222016,504406,6434,2022-05-04T15:23:58Z,PT11M8S
On a fait le plus grand où est Charlie du monde (ouéskilé),SQUEEZIE,https://www.youtube.com/watch?v=LBraVzyYDKg,12977938,737448,12587,2022-04-27T16:50:40Z,PT34M22S
n'allez jamais seul dans une forêt...,SQUEEZIE,https://www.youtube.com/watch?v=nfWitbsfDdo,12806298,519997,9785,2022-04-23T17:15:05Z,PT19M23S
Ne réservez pas une chambre dans cet hôtel (Thread Horreur IRL #2),SQUEEZIE,https://www.youtube.com/watch?v=85Nhe9NGZL0,13347495,544387,12677,2022-04-14T16:00:20Z,PT47M53S
Squeezie - Adieu les filles,SQUEEZIE,https://www.youtube.com/watch?v=BTOVgWjUoDo,12707453,450573,18243,2022-04-07T17:09:17Z,PT2M17S
on fait un clip avec 56€ et un doliprane,SQUEEZIE,https://www.youtube.com/watch?v=bsvE1HZ1fjU,4484554,273131,2904,2022-04-06T17:48:42Z,PT13M23S
ils auraient dû tous y passer à cause de lui,SQUEEZIE,https://www.youtube.com/watch?v=8ylImhyK9tg,7897639,438577,4290,2022-03-26T17:35:42Z,PT15M13S
pensez à regarder sous votre lit...,SQUEEZIE,https://www.youtube.com/watch?v=OphlzopH7Jc,11791156,529519,10491,2022-03-20T17:45:22Z,PT18M33S
ESSAYEZ DE RESTER CALME #3,SQUEEZIE,https://www.youtube.com/watch?v=XMgly7aQyKI,6089663,370646,4066,2022-03-13T19:05:37Z,PT22M32S
il a volé 30 millions d'euros et a disparu,SQUEEZIE,https://www.youtube.com/watch?v=BVd1uSjU_Ss,10685631,523861,5422,2022-03-07T18:28:46Z,PT16M9S
"ne réveillez pas le bébé #2 (ft Mister V, Freddy Gladieux, Luciole)",SQUEEZIE,https://www.youtube.com/watch?v=kheN6NeQoBw,11521684,555184,5800,2022-03-01T17:27:05Z,PT14M26S
j'ai trouvé mon âme sœur grâce à ça,SQUEEZIE,https://www.youtube.com/watch?v=miI6EEypbcg,6218664,432052,6773,2022-02-22T18:28:48Z,PT16M3S
on affronte les plus grandes peurs de l'humanité,SQUEEZIE,https://www.youtube.com/watch?v=72mo70CeSHE,10009362,680642,13899,2022-02-16T17:59:12Z,PT28M30S
ne dormez pas dans son hôtel,SQUEEZIE,https://www.youtube.com/watch?v=FZn5S0fv4_U,9982215,501413,9590,2022-02-10T17:57:31Z,PT16M29S
il cache quelque chose dans sa voiture...,SQUEEZIE,https://www.youtube.com/watch?v=7Rly2l39MIw,11339585,539256,8277,2022-02-02T18:23:45Z,PT17M6S
"Essayez de ne pas rire édition IRL (ft Jonathan Cohen, Hakim Jemili)",SQUEEZIE,https://www.youtube.com/watch?v=z_B5WT_vOs0,13578219,594436,6574,2022-01-28T18:40:27Z,PT15M12S
ce scientifique a complètement vrillé,SQUEEZIE,https://www.youtube.com/watch?v=U0KgC8fLG8Q,8632530,476583,7077,2022-01-21T18:50:14Z,PT16M27S
ça a mal fini pour eux :/,SQUEEZIE,https://www.youtube.com/watch?v=3SxLhxDzTcU,9337439,503398,7885,2022-01-14T18:45:09Z,PT10M26S
cette affaire non résolue m’a rendu fou,SQUEEZIE,https://www.youtube.com/watch?v=GBgX9wL8eQ0,10072041,513916,9249,2022-01-05T17:53:33Z,PT15M21S
ne nagez pas dans ce lac…,SQUEEZIE,https://www.youtube.com/watch?v=X2h4i2I9HUQ,10741923,547932,9261,2021-12-28T18:06:50Z,PT16M47S
on présente des objets incroyables,SQUEEZIE,https://www.youtube.com/watch?v=2FOv1v8b4SU,7584816,415534,5238,2021-12-22T18:09:54Z,PT18M1S
Ce perroquet a résolu un meurtre,SQUEEZIE,https://www.youtube.com/watch?v=Z7sBcwKRkXQ,4679407,430049,2168,2021-12-19T14:47:51Z,PT55S
leurs cadeaux sont catastrophiques,SQUEEZIE,https://www.youtube.com/watch?v=HjPnR8jQ3_k,9643702,500696,7405,2021-12-16T18:16:22Z,PT11M38S
Joyca se fait atomiser,SQUEEZIE,https://www.youtube.com/watch?v=eaUrflHO6jA,5452755,328154,765,2021-12-13T17:07:55Z,PT17S
"ne réveillez pas le bébé (ft Joyca, Amine, Billy)",SQUEEZIE,https://www.youtube.com/watch?v=JLNwWY_rHXI,15806340,672852,7076,2021-12-11T18:00:25Z,PT20M34S
il a infiltré une famille américaine très étrange,SQUEEZIE,https://www.youtube.com/watch?v=VO46bSRDVx8,10818787,557149,8582,2021-12-04T18:31:38Z,PT16M57S
vos professeurs font des dingueries,SQUEEZIE,https://www.youtube.com/watch?v=tCIIrPEF8Hk,8282501,494792,6692,2021-11-27T17:52:04Z,PT11M56S
ne descendez pas dans sa cave...,SQUEEZIE,https://www.youtube.com/watch?v=gNRHVCTGfTg,9684558,524436,7279,2021-11-22T18:00:00Z,PT15M17S
Ambiance Skandal - Offishal,SQUEEZIE,https://www.youtube.com/watch?v=GWmk_5NAfoA,15520321,668499,12276,2021-11-15T17:01:47Z,PT2M50S
Trei Degete - Time Time,SQUEEZIE,https://www.youtube.com/watch?v=st8xWyMZXOU,65837329,1508099,49064,2021-11-15T17:01:40Z,PT3M33S
qui fera le meilleur hit des années 2000 ? (en 3 jours),SQUEEZIE,https://www.youtube.com/watch?v=GH18O6Lkugc,15659949,628708,20640,2021-11-11T17:27:19Z,PT1H18M17S
il s'est échappé 4 fois de prison par amour,SQUEEZIE,https://www.youtube.com/watch?v=hQvQII3W_XU,10337079,569043,7760,2021-11-07T18:28:21Z,PT18M26S
Notre airbnb cachait un sombre secret... (Thread Horreur IRL #1),SQUEEZIE,https://www.youtube.com/watch?v=ssVSE18PNC4,10291668,542918,12162,2021-10-31T17:00:35Z,PT34M50S
il sait où vous trouver...,SQUEEZIE,https://www.youtube.com/watch?v=XjObjgPJ0u4,15787577,658521,14135,2021-10-28T16:52:36Z,PT23M57S
j'ai une grande annonce à vous faire,SQUEEZIE,https://www.youtube.com/watch?v=aTd9FsHlxDY,4647281,423168,10177,2021-10-22T17:13:10Z,PT7M3S
pourquoi on a fait cette activité ??,SQUEEZIE,https://www.youtube.com/watch?v=5aRCN-h9ilM,3451911,279444,3380,2021-10-19T17:46:32Z,PT14M28S
on piège des abonnés avec nos sosies,SQUEEZIE,https://www.youtube.com/watch?v=PC6fjazOetE,9896559,529837,7883,2021-10-14T16:01:23Z,PT27M40S
